form id,writer id,number of sentences,word segmentation,NBTO,NBOK,WOTO,WOOK,path
g06-050o,346,3,prt,10,7,78,55,forms/g06-050o.png
g06-050p,347,3,prt,7,6,75,66,forms/g06-050p.png
g06-050r,348,3,all,8,8,75,75,forms/g06-050r.png
g06-089,349,3,prt,10,7,84,54,forms/g06-089.png
g06-093,349,2,prt,8,7,76,67,forms/g06-093.png
g06-096,349,4,prt,7,5,76,54,forms/g06-096.png
g06-101,349,3,all,7,7,65,65,forms/g06-101.png
g06-105,349,3,all,7,7,62,62,forms/g06-105.png
g06-109,349,2,prt,8,6,76,62,forms/g06-109.png
g06-115,349,2,prt,5,4,48,39,forms/g06-115.png
g07-000a,294,2,prt,12,10,88,74,forms/g07-000a.png
g07-000b,293,2,prt,10,9,92,82,forms/g07-000b.png
g07-003a,294,3,prt,11,10,83,74,forms/g07-003a.png
g07-003b,350,3,prt,10,6,103,58,forms/g07-003b.png
g07-007a,294,2,all,11,11,78,78,forms/g07-007a.png
g07-007b,350,2,prt,7,4,77,45,forms/g07-007b.png
g07-010b,350,3,prt,10,4,98,36,forms/g07-010b.png
g07-014,351,3,all,8,8,59,59,forms/g07-014.png
g07-014b,350,3,prt,5,4,59,50,forms/g07-014b.png
g07-018a,351,3,prt,11,8,103,78,forms/g07-018a.png
g07-022a,351,3,all,9,9,67,67,forms/g07-022a.png
g07-022b,352,3,prt,7,6,67,56,forms/g07-022b.png
g07-026a,351,1,all,10,10,82,82,forms/g07-026a.png
g07-026b,352,1,all,9,9,82,82,forms/g07-026b.png
g07-028a,351,1,prt,7,6,52,44,forms/g07-028a.png
g07-028b,352,1,all,7,7,53,53,forms/g07-028b.png
g07-030,352,3,all,10,10,81,81,forms/g07-030.png
g07-034,352,3,prt,7,6,62,52,forms/g07-034.png
g07-038,353,3,all,11,11,83,83,forms/g07-038.png
g07-042,353,1,all,10,10,87,87,forms/g07-042.png
g07-044,353,2,all,11,11,102,102,forms/g07-044.png
g07-047,353,2,all,11,11,101,101,forms/g07-047.png
g07-050,353,4,all,8,8,71,71,forms/g07-050.png
g07-065,354,3,all,9,9,62,62,forms/g07-065.png
g07-069a,354,1,all,9,9,67,67,forms/g07-069a.png
g07-071a,354,2,prt,11,10,86,77,forms/g07-071a.png
g07-074a,354,2,all,11,11,81,81,forms/g07-074a.png
g07-077a,354,1,all,10,10,75,75,forms/g07-077a.png
g07-079a,285,2,prt,12,6,89,46,forms/g07-079a.png
g07-084,355,4,prt,8,5,97,63,forms/g07-084.png
h01-000,356,3,prt,11,8,83,59,forms/h01-000.png
h01-004,301,2,all,6,6,62,62,forms/h01-004.png
h01-007,356,2,prt,10,9,73,67,forms/h01-007.png
h01-010,357,3,prt,8,7,72,64,forms/h01-010.png
h01-014,357,3,prt,9,7,87,68,forms/h01-014.png
h01-018,357,1,prt,7,5,62,41,forms/h01-018.png
h01-024,359,2,prt,9,8,83,71,forms/h01-024.png
h01-027,360,2,prt,11,10,84,75,forms/h01-027.png
h01-030,361,3,all,10,10,57,57,forms/h01-030.png
h02-004,362,3,all,10,10,81,81,forms/h02-004.png
h02-008,363,3,prt,7,5,68,46,forms/h02-008.png
h02-012,364,4,prt,10,8,75,58,forms/h02-012.png
h02-017,365,1,all,8,8,66,66,forms/h02-017.png
h02-019,366,2,prt,9,6,84,53,forms/h02-019.png
h02-022,367,1,prt,9,6,81,53,forms/h02-022.png
h02-024,368,3,all,8,8,65,65,forms/h02-024.png
h02-028,369,3,all,9,9,79,79,forms/h02-028.png
h02-035,370,1,prt,10,7,91,57,forms/h02-035.png
h02-037,371,2,prt,10,9,62,56,forms/h02-037.png
h02-040,372,2,prt,10,7,75,52,forms/h02-040.png
h02-043,373,2,prt,10,6,68,35,forms/h02-043.png
h02-049,375,2,prt,8,5,79,53,forms/h02-049.png
h04-000,239,2,all,10,10,70,70,forms/h04-000.png
h04-007,330,2,prt,9,6,88,56,forms/h04-007.png
h04-021,330,3,prt,9,8,84,75,forms/h04-021.png
h04-025,274,2,all,7,7,89,89,forms/h04-025.png
h04-028,376,2,prt,11,6,81,34,forms/h04-028.png
h04-035,377,3,prt,8,3,79,27,forms/h04-035.png
h04-049,378,2,prt,10,6,84,41,forms/h04-049.png
h04-052,379,2,prt,10,7,100,68,forms/h04-052.png
h04-055,379,1,prt,9,7,69,52,forms/h04-055.png
h04-057,380,3,all,10,10,76,76,forms/h04-057.png
h04-061,380,2,all,11,11,87,87,forms/h04-061.png
h04-071,382,2,prt,6,5,72,60,forms/h04-071.png
h04-074,382,3,prt,8,3,74,24,forms/h04-074.png
h04-078,383,3,prt,7,5,71,48,forms/h04-078.png
h04-082,383,3,prt,12,6,128,63,forms/h04-082.png
h05-012,118,2,all,7,7,74,74,forms/h05-012.png
h06-000,349,2,all,8,8,71,71,forms/h06-000.png
h06-003,349,3,prt,11,10,97,89,forms/h06-003.png
h06-079,384,2,prt,9,6,65,46,forms/h06-079.png
h06-082,384,2,prt,11,8,92,60,forms/h06-082.png
h06-085,384,3,prt,11,10,76,69,forms/h06-085.png
h06-089,384,2,prt,12,11,90,87,forms/h06-089.png
h06-092,384,3,prt,10,9,71,63,forms/h06-092.png
h06-096,384,1,prt,8,7,51,49,forms/h06-096.png
h07-000,355,2,all,7,7,62,62,forms/h07-000.png
h07-003,355,3,all,10,10,96,96,forms/h07-003.png
h07-007,355,3,prt,10,8,95,78,forms/h07-007.png
h07-011,355,1,all,6,6,56,56,forms/h07-011.png
h07-013,385,3,prt,11,9,85,70,forms/h07-013.png
h07-017,385,2,prt,10,9,80,76,forms/h07-017.png
h07-020,385,2,prt,9,7,67,51,forms/h07-020.png
h07-023,385,1,all,9,9,71,71,forms/h07-023.png
h07-025,386,2,all,11,11,65,65,forms/h07-025.png
h07-025a,385,2,all,10,10,73,73,forms/h07-025a.png
h07-028,386,1,all,11,11,59,59,forms/h07-028.png
h07-028a,387,1,all,9,9,61,61,forms/h07-028a.png
h07-030,386,2,all,10,10,48,48,forms/h07-030.png
h07-030a,387,2,all,10,10,73,73,forms/h07-030a.png
h07-033,386,3,all,10,10,60,60,forms/h07-033.png
h07-033a,387,3,all,11,11,94,94,forms/h07-033a.png
h07-037,386,2,prt,10,9,58,52,forms/h07-037.png
h07-037a,387,2,all,8,8,58,58,forms/h07-037a.png
h07-040,388,3,prt,11,10,78,72,forms/h07-040.png
h07-040b,387,3,prt,11,10,88,80,forms/h07-040b.png
h07-044a,388,2,all,9,9,53,53,forms/h07-044a.png
h07-051b,388,2,all,11,11,77,77,forms/h07-051b.png
h07-054a,389,2,prt,9,7,72,56,forms/h07-054a.png
h07-057a,389,2,all,8,8,68,68,forms/h07-057a.png
h07-060a,389,2,prt,9,7,81,64,forms/h07-060a.png
h07-060b,390,2,prt,10,8,80,64,forms/h07-060b.png
h07-063a,389,2,prt,9,8,90,83,forms/h07-063a.png
h07-063b,390,2,all,10,10,81,81,forms/h07-063b.png
h07-066a,389,2,all,7,7,64,64,forms/h07-066a.png
h07-066b,390,2,all,8,8,64,64,forms/h07-066b.png
h07-069,391,1,prt,8,7,59,51,forms/h07-069.png
h07-069a,390,1,prt,6,3,59,29,forms/h07-069a.png
h07-071,391,3,prt,10,9,78,69,forms/h07-071.png
h07-071a,390,3,all,10,10,82,82,forms/h07-071a.png
h07-075,391,2,prt,8,7,69,60,forms/h07-075.png
h07-075a,392,2,prt,8,3,71,22,forms/h07-075a.png
h07-078,391,1,all,10,10,72,72,forms/h07-078.png
h07-078a,392,1,prt,9,2,73,12,forms/h07-078a.png
h07-080,391,3,all,10,10,77,77,forms/h07-080.png
h07-080a,392,3,prt,10,2,98,21,forms/h07-080a.png
h07-084,392,2,prt,10,1,94,11,forms/h07-084.png
h07-087,393,1,all,3,3,28,28,forms/h07-087.png
j01-042,394,2,prt,10,7,86,63,forms/j01-042.png
j01-045,394,3,prt,10,9,75,69,forms/j01-045.png
j01-049,395,2,all,8,8,49,49,forms/j01-049.png
j01-059,396,3,all,11,11,84,84,forms/j01-059.png
j01-063,397,2,prt,8,6,59,44,forms/j01-063.png
j01-066,398,3,prt,12,9,108,81,forms/j01-066.png
j01-070,399,2,prt,7,6,53,46,forms/j01-070.png
j04-008,400,3,prt,9,6,78,46,forms/j04-008.png
j04-012,401,2,prt,10,7,68,47,forms/j04-012.png
j04-015,402,3,prt,9,7,69,53,forms/j04-015.png
j04-019,403,4,prt,11,10,78,70,forms/j04-019.png
j04-024,403,3,prt,10,9,76,67,forms/j04-024.png
j04-035,405,3,all,10,10,69,69,forms/j04-035.png
j04-039,404,2,prt,9,8,76,66,forms/j04-039.png
j04-046,405,2,all,11,11,73,73,forms/j04-046.png
j04-053,407,3,all,7,7,65,65,forms/j04-053.png
j04-061,408,3,all,7,7,71,71,forms/j04-061.png
j04-065,408,4,prt,9,6,83,61,forms/j04-065.png
j04-070,409,5,prt,11,8,95,69,forms/j04-070.png
j04-076,409,1,all,6,6,40,40,forms/j04-076.png
j04-080,410,4,prt,9,8,61,52,forms/j04-080.png
j04-094,411,3,prt,9,6,68,50,forms/j04-094.png
j04-098,412,4,prt,11,8,71,49,forms/j04-098.png
j04-103,413,4,prt,7,6,65,55,forms/j04-103.png
j04-111,414,3,prt,10,8,72,59,forms/j04-111.png
j04-115,414,2,prt,8,7,54,47,forms/j04-115.png
j06-000,384,4,all,11,11,79,79,forms/j06-000.png
j06-005,384,2,all,10,10,75,75,forms/j06-005.png
j06-008,384,5,prt,11,8,72,53,forms/j06-008.png
j06-014,384,3,all,12,12,87,87,forms/j06-014.png
j06-018,415,3,prt,11,10,67,61,forms/j06-018.png
j06-022,415,3,prt,11,7,61,39,forms/j06-022.png
j06-026,415,2,prt,10,9,56,51,forms/j06-026.png
j06-030,415,3,all,11,11,54,54,forms/j06-030.png
j06-034,415,3,prt,11,9,54,44,forms/j06-034.png
j06-051,415,4,prt,11,9,71,57,forms/j06-051.png
j06-056,415,3,prt,11,9,64,53,forms/j06-056.png
j07-000,393,4,all,8,8,65,65,forms/j07-000.png
j07-005,416,3,prt,9,3,81,26,forms/j07-005.png
j07-009,393,2,all,8,8,71,71,forms/j07-009.png
j07-012,393,2,prt,9,8,70,62,forms/j07-012.png
j07-015,393,4,prt,7,5,57,39,forms/j07-015.png
k01-051,417,3,all,10,10,86,86,forms/k01-051.png
k02-018,418,4,all,8,8,62,62,forms/k02-018.png
k02-023,419,6,prt,7,6,78,76,forms/k02-023.png
k02-029,420,6,prt,6,5,74,59,forms/k02-029.png
k02-036,421,8,prt,8,6,76,57,forms/k02-036.png
k02-053,422,4,prt,8,6,70,51,forms/k02-053.png
k02-062,423,4,prt,9,7,84,64,forms/k02-062.png
k02-067,424,8,prt,8,7,83,74,forms/k02-067.png
k02-076,425,6,prt,10,8,70,57,forms/k02-076.png
k02-093,426,3,all,6,6,59,59,forms/k02-093.png
k02-097,427,4,all,10,10,79,79,forms/k02-097.png
k02-102,428,4,prt,8,7,83,70,forms/k02-102.png
k02-112,429,4,all,7,7,64,64,forms/k02-112.png
k02-117,430,3,prt,10,5,89,41,forms/k02-117.png
k03-117,431,2,all,9,9,68,68,forms/k03-117.png
k03-138,432,5,prt,7,6,73,58,forms/k03-138.png
k03-144,433,9,prt,9,6,86,56,forms/k03-144.png
k03-152,434,4,prt,8,6,85,62,forms/k03-152.png
k03-157,435,6,prt,7,4,68,41,forms/k03-157.png
k03-164,436,5,prt,9,5,76,38,forms/k03-164.png
k03-180,420,7,prt,6,3,64,22,forms/k03-180.png
k04-000,439,4,prt,6,4,67,47,forms/k04-000.png
k04-005,406,4,prt,7,4,89,40,forms/k04-005.png
k04-010,440,3,prt,11,10,79,71,forms/k04-010.png
k04-014,441,2,prt,7,4,70,38,forms/k04-014.png
k04-017,239,4,prt,10,8,83,67,forms/k04-017.png
k04-022,240,5,prt,8,5,77,47,forms/k04-022.png
k04-028,442,4,prt,8,5,75,43,forms/k04-028.png
k04-033,442,5,prt,9,8,80,69,forms/k04-033.png
k04-039,439,10,prt,8,6,94,64,forms/k04-039.png
k04-050,443,3,prt,7,5,68,50,forms/k04-050.png
k04-054,443,2,prt,10,9,81,72,forms/k04-054.png
k04-057,444,3,prt,8,3,73,28,forms/k04-057.png
k04-061,444,2,prt,9,5,84,48,forms/k04-061.png
k04-064,445,3,all,6,6,57,57,forms/k04-064.png
k04-068,445,6,all,9,9,92,92,forms/k04-068.png
k04-075,446,3,prt,8,6,71,52,forms/k04-075.png
k04-079,446,5,prt,11,8,82,60,forms/k04-079.png
k04-085,447,7,prt,8,5,85,53,forms/k04-085.png
k04-093,447,5,prt,9,5,90,46,forms/k04-093.png
k04-099,448,3,all,7,7,59,59,forms/k04-099.png
k04-103,448,2,prt,8,6,74,57,forms/k04-103.png
k04-106,449,3,prt,7,5,66,49,forms/k04-106.png
k04-110,450,4,prt,11,9,81,68,forms/k04-110.png
k04-115,450,3,prt,8,6,60,49,forms/k04-115.png
k04-119,449,6,prt,7,4,73,38,forms/k04-119.png
k04-126,451,9,prt,7,3,84,39,forms/k04-126.png
k04-136,451,5,prt,9,4,96,37,forms/k04-136.png
k04-142,452,6,prt,7,6,81,64,forms/k04-142.png
k04-149,452,6,prt,7,2,77,17,forms/k04-149.png
k04-156,453,6,prt,7,1,89,12,forms/k04-156.png
k04-163,453,3,prt,8,7,92,78,forms/k04-163.png
k07-059a,454,3,all,9,9,91,91,forms/k07-059a.png
k07-063a,454,3,all,7,7,70,70,forms/k07-063a.png
k07-067a,454,9,prt,6,5,63,52,forms/k07-067a.png
k07-077,454,7,prt,7,6,77,66,forms/k07-077.png
k07-085,454,11,prt,7,6,86,73,forms/k07-085.png
k07-122,455,2,all,9,9,68,68,forms/k07-122.png
k07-125,455,8,all,7,7,69,69,forms/k07-125.png
k07-134,455,6,prt,8,7,66,57,forms/k07-134.png
k07-141,455,4,all,8,8,65,65,forms/k07-141.png
k07-146,455,5,all,9,9,72,72,forms/k07-146.png
k07-152,456,5,all,8,8,59,59,forms/k07-152.png
k07-158,456,7,prt,9,8,69,59,forms/k07-158.png
k07-166,456,9,prt,10,8,79,62,forms/k07-166.png
k07-176,456,8,all,12,12,81,81,forms/k07-176.png
k07-185,456,3,prt,12,9,78,58,forms/k07-185.png
l01-000,457,6,prt,11,6,78,39,forms/l01-000.png
l01-007,458,8,prt,6,5,61,54,forms/l01-007.png
l01-016,458,6,prt,7,6,69,54,forms/l01-016.png
l01-023,458,6,prt,7,4,64,36,forms/l01-023.png
l01-030,459,6,prt,9,6,69,42,forms/l01-030.png
l01-050,460,7,prt,9,8,78,68,forms/l01-050.png
l01-065,461,3,prt,12,4,71,18,forms/l01-065.png
l01-082,462,6,prt,5,3,77,40,forms/l01-082.png
l01-095,463,4,prt,9,8,86,77,forms/l01-095.png
l01-105,464,5,all,11,11,75,75,forms/l01-105.png
l01-111,465,7,all,9,9,81,81,forms/l01-111.png
l01-119,466,9,prt,8,5,93,44,forms/l01-119.png
l01-129,467,3,prt,8,6,63,44,forms/l01-129.png
l01-133,468,4,prt,9,7,80,57,forms/l01-133.png
l01-143,469,4,prt,7,6,60,54,forms/l01-143.png
l01-157,470,8,all,8,8,86,86,forms/l01-157.png
l01-173,471,5,prt,8,6,85,67,forms/l01-173.png
l01-179,472,7,prt,9,8,75,64,forms/l01-179.png
l01-187,473,7,all,11,11,90,90,forms/l01-187.png
l01-195,474,3,prt,8,7,74,63,forms/l01-195.png
l01-199,475,4,prt,11,9,95,70,forms/l01-199.png
l03-000,476,3,prt,8,4,50,27,forms/l03-000.png
l03-004,477,3,all,10,10,80,80,forms/l03-004.png
l03-008,478,3,prt,10,8,75,63,forms/l03-008.png
l04-000,479,4,prt,5,3,50,27,forms/l04-000.png
l04-005,480,6,all,7,7,82,82,forms/l04-005.png
l04-012,480,7,all,8,8,77,77,forms/l04-012.png
l04-020,481,5,prt,7,5,91,57,forms/l04-020.png
l04-026,481,7,prt,8,2,103,29,forms/l04-026.png
l04-034,482,8,prt,9,7,86,66,forms/l04-034.png
l04-043,482,8,prt,9,5,82,43,forms/l04-043.png
l04-052,483,9,prt,9,4,96,36,forms/l04-052.png
l04-062,483,3,prt,10,9,64,56,forms/l04-062.png
l04-066,484,4,all,8,8,84,84,forms/l04-066.png
l04-071,484,5,prt,9,8,100,92,forms/l04-071.png
l04-082,485,5,prt,9,8,72,69,forms/l04-082.png
l04-087,486,5,all,6,6,60,60,forms/l04-087.png
l04-093,486,4,prt,8,6,84,56,forms/l04-093.png
l04-098,487,3,prt,8,4,62,30,forms/l04-098.png
l04-102,487,3,all,9,9,66,66,forms/l04-102.png
l04-106,488,6,prt,7,6,81,69,forms/l04-106.png
l04-113,488,4,prt,6,5,71,56,forms/l04-113.png
l04-118,489,5,prt,8,6,74,48,forms/l04-118.png
l04-124,489,5,all,10,10,85,85,forms/l04-124.png
l04-130,490,5,prt,10,5,95,48,forms/l04-130.png
l04-136,490,4,prt,8,4,78,36,forms/l04-136.png
l04-141,491,5,prt,7,6,74,62,forms/l04-141.png
l04-147,491,5,prt,6,3,73,28,forms/l04-147.png
l04-153,492,5,prt,8,5,77,48,forms/l04-153.png
l04-159,492,3,prt,9,8,82,70,forms/l04-159.png
l04-163,493,6,prt,9,6,80,60,forms/l04-163.png
l04-170,493,3,all,8,8,64,64,forms/l04-170.png
l04-174,494,4,prt,6,4,61,39,forms/l04-174.png
l04-179,494,4,prt,8,7,77,69,forms/l04-179.png
l07-052,495,5,prt,5,3,70,38,forms/l07-052.png
l07-065,495,4,prt,5,4,69,56,forms/l07-065.png
l07-074,495,5,prt,6,4,74,47,forms/l07-074.png
l07-080,496,4,all,10,10,72,72,forms/l07-080.png
l07-085,496,7,prt,9,7,76,55,forms/l07-085.png
l07-103,496,7,prt,8,4,69,33,forms/l07-103.png
l07-111,496,6,prt,12,10,85,62,forms/l07-111.png
l07-118,497,5,prt,7,6,62,50,forms/l07-118.png
l07-131,497,3,all,8,8,61,61,forms/l07-131.png
l07-135,497,2,prt,9,8,73,62,forms/l07-135.png
l07-138,497,2,all,7,7,56,56,forms/l07-138.png
l07-172,498,3,all,11,11,89,89,forms/l07-172.png
l07-176,498,4,prt,7,5,75,52,forms/l07-176.png
l07-181,498,5,prt,9,7,84,62,forms/l07-181.png
l07-187,498,2,prt,9,7,76,56,forms/l07-187.png
l07-190,498,3,prt,5,3,60,30,forms/l07-190.png
m01-000,499,4,prt,8,6,62,47,forms/m01-000.png
m01-012,500,4,prt,11,10,76,71,forms/m01-012.png
m01-017,501,4,prt,8,7,61,54,forms/m01-017.png
m01-022,502,3,all,6,6,61,61,forms/m01-022.png
m01-026,503,5,all,8,8,83,83,forms/m01-026.png
m01-032,504,5,prt,9,8,90,88,forms/m01-032.png
m01-038,505,3,prt,10,9,71,65,forms/m01-038.png
m01-049,506,4,prt,12,10,80,67,forms/m01-049.png
m01-060,508,5,prt,8,6,68,49,forms/m01-060.png
m01-079,509,4,prt,7,5,66,46,forms/m01-079.png
m01-084,510,5,prt,8,7,60,51,forms/m01-084.png
m01-090,511,4,all,8,8,81,81,forms/m01-090.png
m01-095,512,4,prt,8,7,61,54,forms/m01-095.png
m01-100,364,3,all,7,7,67,67,forms/m01-100.png
m01-104,513,5,all,8,8,83,83,forms/m01-104.png
m01-110,514,4,prt,12,10,85,71,forms/m01-110.png
m01-115,515,5,all,9,9,74,74,forms/m01-115.png
m01-121,513,3,prt,9,8,73,71,forms/m01-121.png
m01-125,516,5,prt,11,10,81,74,forms/m01-125.png
m01-131,514,4,prt,7,4,66,36,forms/m01-131.png
m01-136,517,3,prt,11,9,71,55,forms/m01-136.png
m01-149,518,5,prt,8,7,91,79,forms/m01-149.png
m01-160,519,2,all,7,7,52,52,forms/m01-160.png
m02-048,520,3,prt,11,10,102,93,forms/m02-048.png
m02-052,521,2,prt,7,5,65,48,forms/m02-052.png
m02-055,522,4,prt,11,10,83,77,forms/m02-055.png
m02-059,523,3,prt,7,5,70,52,forms/m02-059.png
m02-066,524,2,prt,6,4,65,47,forms/m02-066.png
m02-069,525,2,prt,9,6,96,68,forms/m02-069.png
m02-072,526,2,prt,7,6,80,67,forms/m02-072.png
m02-075,527,4,prt,8,7,63,54,forms/m02-075.png
m02-080,528,3,prt,10,9,80,69,forms/m02-080.png
m02-083,529,3,prt,12,10,116,96,forms/m02-083.png
m02-087,530,2,all,8,8,70,70,forms/m02-087.png
m02-090,531,4,prt,11,9,117,94,forms/m02-090.png
m02-095,532,3,all,10,10,75,75,forms/m02-095.png
m02-102,533,3,prt,11,7,74,52,forms/m02-102.png
m02-106,527,2,prt,10,8,92,73,forms/m02-106.png
m02-109,534,2,prt,9,4,77,32,forms/m02-109.png
m02-112,535,2,prt,6,5,54,42,forms/m02-112.png
m03-006,536,6,prt,10,6,88,51,forms/m03-006.png
m03-013,537,6,prt,7,4,67,45,forms/m03-013.png
m03-020,538,6,prt,6,5,68,54,forms/m03-020.png
m03-033,539,6,prt,8,6,71,47,forms/m03-033.png
m03-062,540,1,prt,9,8,66,58,forms/m03-062.png
m03-095,541,2,all,9,9,59,59,forms/m03-095.png
m03-110,542,3,prt,10,7,83,61,forms/m03-110.png
m03-114,542,3,all,10,10,81,81,forms/m03-114.png
m03-118,543,3,all,6,6,65,65,forms/m03-118.png
m04-000,544,6,prt,8,6,64,47,forms/m04-000.png
m04-007,544,4,prt,10,7,82,58,forms/m04-007.png
m04-012,544,6,all,10,10,79,79,forms/m04-012.png
m04-019,544,4,all,8,8,73,73,forms/m04-019.png
m04-024,544,5,all,8,8,69,69,forms/m04-024.png
m04-030,545,7,prt,5,4,85,64,forms/m04-030.png
m04-038,545,4,all,6,6,69,69,forms/m04-038.png
m04-043,545,9,prt,5,1,83,13,forms/m04-043.png
m04-061,545,10,prt,5,2,87,29,forms/m04-061.png
m04-072,546,5,all,11,11,90,90,forms/m04-072.png
m04-078,546,2,prt,8,6,66,44,forms/m04-078.png
m04-081,546,11,prt,11,9,96,75,forms/m04-081.png
m04-093,546,6,all,10,10,83,83,forms/m04-093.png
m04-100,546,6,prt,8,7,73,64,forms/m04-100.png
m04-107,547,5,all,11,11,71,71,forms/m04-107.png
m04-113,547,9,all,11,11,93,93,forms/m04-113.png
m04-123,547,7,all,11,11,85,85,forms/m04-123.png
m04-131,547,6,prt,9,8,64,54,forms/m04-131.png
m04-138,547,6,prt,10,9,76,67,forms/m04-138.png
m04-145,548,6,all,8,8,76,76,forms/m04-145.png
m04-152,548,11,prt,8,5,83,58,forms/m04-152.png
m04-164,548,15,prt,8,6,96,74,forms/m04-164.png
m04-180,548,9,prt,8,6,83,69,forms/m04-180.png
m04-190,549,9,prt,10,9,101,89,forms/m04-190.png
m04-200,549,8,prt,8,6,70,54,forms/m04-200.png
m04-209,549,6,all,7,7,64,64,forms/m04-209.png
m04-216,549,5,all,7,7,66,66,forms/m04-216.png
m04-222,549,8,prt,8,7,81,70,forms/m04-222.png
m04-231,550,6,prt,7,6,68,58,forms/m04-231.png
m04-238,550,7,prt,6,5,73,64,forms/m04-238.png
m04-246,550,4,all,7,7,78,78,forms/m04-246.png
m04-251,548,2,all,3,3,22,22,forms/m04-251.png
m06-019,551,11,all,8,8,82,82,forms/m06-019.png
m06-031,552,10,prt,7,5,92,67,forms/m06-031.png
m06-042,552,5,prt,6,5,61,49,forms/m06-042.png
m06-048,552,7,prt,8,4,93,45,forms/m06-048.png
m06-056,552,10,all,6,6,70,70,forms/m06-056.png
m06-067,552,8,prt,7,6,83,76,forms/m06-067.png
m06-076,552,6,prt,7,6,69,60,forms/m06-076.png
m06-083,552,7,all,8,8,83,83,forms/m06-083.png
m06-091,552,6,prt,7,5,78,55,forms/m06-091.png
m06-098,552,7,all,7,7,72,72,forms/m06-098.png
m06-106,552,5,all,10,10,92,92,forms/m06-106.png
n01-000,553,3,prt,8,7,73,67,forms/n01-000.png
n01-004,554,4,all,7,7,56,56,forms/n01-004.png
n01-009,553,5,prt,9,7,82,56,forms/n01-009.png
n01-020,555,4,prt,10,9,75,71,forms/n01-020.png
n01-031,555,4,prt,9,8,71,64,forms/n01-031.png
n01-036,556,3,all,6,6,60,60,forms/n01-036.png
n01-045,555,6,prt,10,7,86,57,forms/n01-045.png
n01-052,557,4,prt,13,2,116,17,forms/n01-052.png
n01-057,558,4,all,10,10,68,68,forms/n01-057.png
n02-000,559,3,all,8,8,72,72,forms/n02-000.png
n02-004,560,4,all,9,9,96,96,forms/n02-004.png
n02-009,560,6,prt,7,4,79,43,forms/n02-009.png
n02-016,559,7,prt,8,7,87,72,forms/n02-016.png
n02-028,561,4,prt,10,3,96,30,forms/n02-028.png
n02-033,562,3,all,10,10,69,69,forms/n02-033.png
n02-037,562,2,prt,9,8,63,57,forms/n02-037.png
n02-040,563,4,all,8,8,79,79,forms/n02-040.png
n02-045,563,3,prt,9,8,84,73,forms/n02-045.png
n02-049,561,4,prt,6,2,63,18,forms/n02-049.png
n02-054,564,7,prt,10,9,88,79,forms/n02-054.png
n02-062,565,5,all,8,8,70,70,forms/n02-062.png
n02-082a,566,7,prt,7,6,71,59,forms/n02-082a.png
n02-098,567,5,prt,8,6,73,56,forms/n02-098.png
n02-104,315,4,prt,8,6,75,59,forms/n02-104.png
n02-109,315,4,all,8,8,67,67,forms/n02-109.png
n02-114,315,5,prt,10,8,77,60,forms/n02-114.png
n02-120,315,6,all,8,8,69,69,forms/n02-120.png
n02-127,315,5,prt,8,5,79,45,forms/n02-127.png
n02-146,081,4,prt,7,5,98,77,forms/n02-146.png
n02-151,568,2,prt,11,8,79,58,forms/n02-151.png
n02-154,569,2,prt,7,5,69,51,forms/n02-154.png
n02-157,570,5,all,9,9,87,87,forms/n02-157.png
n03-038,571,2,prt,7,6,58,48,forms/n03-038.png
n03-064,572,1,prt,6,3,59,27,forms/n03-064.png
n03-066,573,5,prt,8,7,82,69,forms/n03-066.png
n03-079,574,2,all,7,7,59,59,forms/n03-079.png
n03-082,575,8,all,8,8,76,76,forms/n03-082.png
n03-091,576,5,prt,9,8,89,81,forms/n03-091.png
n03-097,577,5,prt,9,8,78,67,forms/n03-097.png
n03-103,577,2,all,10,10,69,69,forms/n03-103.png
n03-106,578,6,prt,12,10,95,80,forms/n03-106.png
n03-113,579,6,prt,10,9,74,61,forms/n03-113.png
n03-120,580,5,prt,10,9,79,70,forms/n03-120.png
n03-126,581,3,prt,5,4,49,37,forms/n03-126.png
n04-000,550,8,all,6,6,78,78,forms/n04-000.png
n04-009,550,5,prt,7,5,68,50,forms/n04-009.png
n04-015,582,6,prt,8,7,84,70,forms/n04-015.png
n04-022,582,8,prt,8,7,80,68,forms/n04-022.png
n04-031,582,7,prt,8,7,77,66,forms/n04-031.png
n04-039,582,4,prt,6,5,52,45,forms/n04-039.png
n04-044,582,3,prt,11,10,95,93,forms/n04-044.png
n04-048,583,3,prt,10,8,88,64,forms/n04-048.png
n04-052,583,7,prt,9,6,85,56,forms/n04-052.png
n04-060,583,7,prt,7,6,72,60,forms/n04-060.png
n04-068,583,6,prt,8,7,71,60,forms/n04-068.png
n04-075,583,8,prt,8,2,84,15,forms/n04-075.png
n04-084,584,7,prt,7,3,81,29,forms/n04-084.png
n04-092,584,7,prt,9,5,86,42,forms/n04-092.png
n04-100,584,6,prt,8,5,68,39,forms/n04-100.png
n04-107,584,6,prt,9,5,75,35,forms/n04-107.png
n04-114,584,15,prt,9,4,98,35,forms/n04-114.png
n04-130,585,8,prt,6,5,76,61,forms/n04-130.png
n04-139,585,9,prt,9,2,90,25,forms/n04-139.png
n04-149,585,6,prt,8,2,85,24,forms/n04-149.png
n04-156,585,6,prt,8,5,69,40,forms/n04-156.png
n04-163,585,7,prt,9,3,86,24,forms/n04-163.png
n04-171,586,11,all,7,7,80,80,forms/n04-171.png
n04-183,586,6,all,7,7,77,77,forms/n04-183.png
